node_id,attr,value
5133,label,Captain (British Army and Royal Marines)
5134,label,Hockliffe
5135,label,"Queen's College, Taunton"
5136,label,Claire Holden Rothman
5137,label,Royal College of Science
5138,label,Arthur Holmwood
5139,label,Black Bourton
5140,label,Arthur Hugh Clough
5141,label,Bishop's Waltham
5142,label,Powick
5144,label,Selsey
5145,label,Llanishen
5146,label,Sonning Prize
5147,label,The Thirteenth Tribe
5148,label,Living with Koestler: Mamaine Koestler's Letters 1945–51
5149,label,Arthur Law (playwright)
5150,label,Fanny Holland
5151,label,Bridport
5152,label,"Pickering, North Yorkshire"
5153,label,Michael Llewelyn Davies
5154,label,Nicholas Llewelyn Davies
5156,label,Browning School
5157,label,Arthur Machen
5158,label,Arthur Macrae
5160,label,Arthur Maimane
5161,label,Miriam Marx
5162,label,Arthur Mee
5163,label,Los Angeles High School
5164,label,Arthur Milner
5165,label,"Tipton County, Indiana"
5166,label,Good Samaritan Hospital (Cincinnati)
5167,label,Arthur Nickson
5168,label,Hilda Pressley Nickson
5169,label,Harold Nicolson
5170,label,Richard Chenevix Trench
5171,label,Kimball Union Academy
5172,label,John Hunter (Royal Navy officer)
5173,label,Prague (novel)
5174,label,Arthur Porter (physician)
5175,label,"Greenfield, Wisconsin"
5176,label,Arthur Ransome
5177,label,Cheadle Royal Hospital
5178,label,"Rusland, Cumbria"
5179,label,Arthur Richman
5180,label,Measham
5181,label,Gilbert Ryle
5182,label,Westminster Hospital Medical School
5183,label,"Mountain Lakes, New Jersey"
5184,label,"Rutherford College, North Carolina"
5185,label,Coundon
5186,label,Richard N. Frye
5187,label,Arthur V. Sellwood
5188,label,"Bradfield, Berkshire"
5189,label,Cardiganshire
5190,label,"Lancing, West Sussex"
5191,label,Arthur Way
5192,label,Tylers Green
5193,label,Bankfoot
5194,label,Stanford-on-Teme
5195,label,Upton-upon-Severn
5196,label,Bentworth
5197,label,Upper Norwood
5198,label,"Hillsborough, California"
5199,label,Kristen Simmons
5200,label,Ian Brennan (writer)
5201,label,Artistic Differences
5202,label,Paul Alexander (British writer)
5203,label,Arto Paasilinna
5204,label,Arts & Letters Daily
5205,label,Drummond Bone
5206,label,Artscribe
5207,label,Stuart Morgan (art critic)
5208,label,Middlebury Institute of International Studies at Monterey
5209,label,Artūras Barysas
5210,label,Aru Shah and the City of Gold
5211,label,Roshani Chokshi
5212,label,Aru Shah and the Tree of Wishes
5213,label,Aru Shah and the End of Time
5214,label,Aru Shah and the Song of Death
5215,label,Larry Garrison
5216,label,Volker Zotz
5217,label,David Storey
5218,label,As Long as They're Happy
5219,label,As Sayyani District
5220,label,As Time Goes By (TV series)
5221,label,As Yet Unbroken
5222,label,James Allen (author)
5223,label,Asa Baber
5224,label,S. Thomas' Preparatory School
5225,label,"Asbury Park, New Jersey"
5226,label,"Croton-on-Hudson, New York"
5227,label,James Alan Gardner
5228,label,Michigan State University College of Human Medicine
5229,label,Ash Road
5230,label,EastEnders: E20
5231,label,Matthew Graham
5232,label,Ashihei Hino
5233,label,Ashingdon
5234,label,Ashk Dahlén
5235,label,The Lizzie Bennet Diaries
5236,label,Ashley Jackson (historian)
5237,label,Ashley Little
5238,label,Queen Elizabeth's Hospital
5239,label,Designated Survivor (TV series)
5240,label,Manhattan (TV series)
5241,label,"Satellite Beach, Florida"
5242,label,Ashted
5243,label,Ashton Wentworth Dilke
5244,label,Charles Wentworth Dilke
5245,label,"Sir Charles Dilke, 2nd Baronet"
5246,label,Margaret Dilke
5247,label,Ashton upon Mersey
5248,label,"Ashwell, Rutland"
5249,label,Chanakya's Chant
5250,label,The Krishna Key
5251,label,The Rozabal Line
5252,label,Eastern philosophy
5253,label,Asia Overland
5254,label,Mark Elliott (British author)
5255,label,Caribbean Hindustani
5256,label,Asimov's Biographical Encyclopedia of Science and Technology
5257,label,Ask Rhod Gilbert
5258,label,Dan Swimer
5259,label,Rhod Gilbert
5260,label,"Enfield, Connecticut"
5261,label,Aspects (novel)
5262,label,Aspenden
5263,label,"Weston, Connecticut"
5264,label,Assabe and Sabina
5265,label,Harry Hess Reichard
5266,label,Tim Calpin
5267,label,John Kruse
5268,label,Neustadt International Prize for Literature
5269,label,Assignment K
5270,label,Bill Strutton
5271,label,Baker Street
5272,label,Assotto Saint
5273,label,"University City, Missouri"
5274,label,Austrian German
5275,label,Newspaper columnist
5276,label,"Astley, Worcestershire"
5277,label,Aston Fields
5278,label,Bruce Boa
5279,label,At Freddie's
5280,label,Penelope Fitzgerald
5281,label,Jamie O'Neill
5282,label,George MacDonald
5283,label,Kevin Crossley-Holland
5284,label,The King of Elfland's Daughter
5285,label,Sarah Bakewell
5286,label,Ilkhanate
5287,label,Howard Scott Warshaw
5288,label,Roy Harrod
5289,label,Leonard M. Miller School of Medicine
5290,label,Athol Williams
5291,label,Blair Atholl
5292,label,Karolīne Kronvalde
5293,label,"Laurel County, Kentucky"
5294,label,Henry M. Eichner
5295,label,"Rye, East Sussex"
5296,label,"Atlantic Beach, Florida"
5297,label,Newquay
5298,label,"Hillside, New Jersey"
5299,label,Mojo Press
5300,label,Francis Rufus Bellamy
5301,label,Virginia Bradford
5302,label,Atta Shad
5303,label,Attempt to Kill
5304,label,Go Set a Watchman
5305,label,St Paul's School (London)
5306,label,Auberon Herbert
5307,label,Herbert Spencer
5308,label,Auberon Waugh
5309,label,Dulverton
5310,label,Combe Florey
5311,label,Aubrey Herbert
5312,label,"Auburndale, Massachusetts"
5313,label,Wigtownshire
5314,label,Aude (writer)
5315,label,"California State University, East Bay"
5316,label,"Audrey, Wait!"
5317,label,Robin Benway
5318,label,Romance (literary fiction)
5319,label,Audrey Beecham
5320,label,Weaverham
5321,label,Churchill Hospital
5322,label,Audrey Brettle
5323,label,Audrey Erskine Lindop
5324,label,Audrey Howard
5325,label,Eddie Campbell
5326,label,Audrey Vernick
5327,label,Audrey Wurdemann
5328,label,Robin Vidgeon
5329,label,Gia Coppola
5330,label,"Sauk City, Wisconsin"
5331,label,August Kleinzahler
5332,label,August Mencken Jr.
5333,label,James V. Hart
5334,label,Constanza Romero
5335,label,Augusta Clawson
5336,label,Edward Spencer Beesly
5337,label,"Thompson, Connecticut"
5338,label,Porthleven
5339,label,"Burlington, Massachusetts"
5340,label,Kei Miller
5341,label,Potterspury
5342,label,Augustus Jessopp
5343,label,Scarning
5344,label,Royal Academy of Arts
5345,label,Podington
5346,label,West Kensington
5347,label,Aunn Zara
5348,label,Aunt Em
5349,label,Aurel Kolnai
5350,label,Aurelia Plath
5351,label,Otto Plath
5352,label,"Storm Lake, Iowa"
5353,label,Aurelie Sheehan
5355,label,Leonardo de Benedetti
5356,label,Night (memoir)
5357,label,Fritz Löhner-Beda
5358,label,Austenland
5359,label,Austerfield
5360,label,"Oscar, Louisiana"
5361,label,Buxted
5362,label,"Sterling, Illinois"
5363,label,Austin J. Small
5364,label,"Mount Pleasant Cemetery, Toronto"
5365,label,Australian Apple Review
5366,label,Authentic Science Fiction
5367,label,Gordon Landsborough
5368,label,Kevin Ashton
5369,label,C. V. Wedgwood
5370,label,Auto-da-Fé (short story)
5371,label,Autobiography of Red
5372,label,Hitomi Kanehara
5373,label,Jeff Noon
5374,label,Todd Cochran
5375,label,James Felix McKenney
5376,label,Autumn Laing
5377,label,Think of Lampedusa
5378,label,"Callaway County, Missouri"
5379,label,"Ava, Missouri"
5380,label,"Cape May County, New Jersey"
5381,label,"Ave Maria, Florida"
5382,label,"Collier County, Florida"
5383,label,Avedon Carol
5384,label,Frederick Forsyth
5385,label,Kenneth Robeson
5386,label,Bladesman of Antares
5387,label,Betsy Russell
5388,label,Aventure Malgache
5389,label,Averil Leimon
5390,label,Avery Cardoza
5391,label,Robert Holdstock
5392,label,Avner Mandelman
5393,label,Isambard Kingdom Brunel
5394,label,Avril Coleridge-Taylor
5395,label,Avrion Mitchison
5396,label,Awaking Beauty
5397,label,Philip Ardagh
5398,label,Axe Cop (TV series)
5399,label,Robert Charles Wilson
5400,label,Spin (novel)
5401,label,Portstewart
5402,label,"Aye, and Gomorrah"
5403,label,"Metuchen, New Jersey"
5404,label,Ayisha Malik
5405,label,Aynho
5406,label,Naoki Hisaya
5407,label,John Whiting Award
5408,label,Aztec Century
5409,label,Christopher Evans (author)
5410,label,B.L. Blanchard
5411,label,"Collingswood, New Jersey"
5412,label,B. Joseph Pine II
5413,label,Christie Malry's Own Double-Entry
5414,label,Edward Huebsch
5415,label,Dereham
5416,label,"Paston, Norfolk"
5417,label,Rhayader
5418,label,BBC World Service
5419,label,BBC Hausa
5420,label,Bishaash
5421,label,BBC MindGames
5422,label,Cavan Scott
5423,label,Wallace and Gromit
5424,label,Cornish language
5425,label,BBC Science Focus
5426,label,Daniel Bennett (journalist)
5427,label,BJ Miller
5428,label,"Ham, London"
5429,label,Neelesh Misra
5430,label,Bishop's Stortford College
5431,label,Jellystone!
5432,label,Baba Tahir
5433,label,Laurent de Brunhoff
5434,label,The Werewolf of Paris
5435,label,Baburam Maharaj (Swami Premananda)
5436,label,"Baby Bear, Baby Bear, What Do You See?"
5437,label,Baby Daddy
5438,label,Babylon (Edwards-Jones series)
5439,label,Imogen Edwards-Jones
5440,label,The Stork Club (book)
5441,label,Back (TV series)
5442,label,Henry Green
5443,label,Back in Black (novel)
5444,label,Back to Bologna
5445,label,End Games
5446,label,Back to the '50s
5447,label,Paula Gunn Allen
5448,label,Michael Aitkens
5449,label,Backwell School
5450,label,Bad Blood (Sage book)
5451,label,Lorna Sage
5452,label,Bad Boyes
5453,label,George V. Hobart
5454,label,Jacqueline Wilson
5455,label,Bad Golf My Way
5456,label,David Fisher (writer)
5457,label,Sonya Walger
5458,label,Heyday Books
5459,label,Joshua Harmon (playwright)
5460,label,Bad Judge
5461,label,Bad Kitty (book series)
5462,label,Michele Jaffe
5463,label,Bad Man's River
5464,label,Carl Hiaasen
5465,label,Vaunda Micheaux Nelson
5466,label,Badger Girl
5467,label,Bagheera
5468,label,Oliver Postgate
5469,label,Desmond Bagley
5470,label,Flyaway (novel)
5471,label,Windfall (novel)
5472,label,Bahamians
5473,label,Robert J. Kuntz
5474,label,Cartoon
5475,label,Bahu Hamari Rajni Kant
5476,label,"Nash County, North Carolina"
5477,label,"St Peter's, Kent"
5478,label,Hindko
5479,label,Balaclava (film)
5480,label,Matriculation
5481,label,"Monroe County, Tennessee"
5482,label,Blackadder
5483,label,Basques
5484,label,"Mills County, Iowa"
5485,label,London Borough of Wandsworth
5486,label,"Gallatin, Tennessee"
5487,label,Matt de la Peña
5488,label,Ballasalla
5489,label,Ballerina (novel)
5490,label,Lady Eleanor Smith
5491,label,Jerome Kass
5492,label,Balmaghie
5493,label,Balys Sruoga
5494,label,Bamford
5495,label,Carey Blyton
5496,label,Band of Brothers (miniseries)
5497,label,Band of Gypsys (novel)
5498,label,Gwyneth Jones (novelist)
5499,label,London Borough of Sutton
5500,label,Banewreaker
5501,label,Godslayer
5502,label,"Banham, Norfolk"
5504,label,"Cornhill, London"
5505,label,"Canton, Illinois"
5506,label,Ernest Thompson Seton
5507,label,James Lee (screenwriter)
5508,label,Psychological drama
5509,label,Jack Rosenthal
5510,label,Barabbas (1961 film)
5511,label,Barb Hendee
5512,label,"Long Beach, New York"
5513,label,British African-Caribbean people
5514,label,"Barbara, Lady Stephen"
5515,label,Florence Nightingale
5516,label,Rosalind Nash
5517,label,Barbara Amiel
5519,label,Barbara Baynton
5520,label,"Rowland Allanson-Winn, 5th Baron Headley"
5521,label,"Robert Lowry, Baron Lowry"
5522,label,"Raine Spencer, Countess Spencer"
5523,label,Barbara Comyns
5524,label,Bidford-on-Avon
5525,label,Stanton upon Hine Heath
5526,label,Greg Costikyan
5527,label,Barbara Cox (writer)
5528,label,Haberdashers' Aske's School for Girls
5529,label,Barbara Crocker
5530,label,Eric Whelpton
5531,label,Barbara Damrosch
5532,label,Barbara Dillon
5533,label,Southfields
5534,label,Lorna Goodison
5535,label,Barbara Goldsmith
5536,label,Barbara Hambly
5537,label,"Oxford, United Kingdom"
5538,label,Wakefield Girls' High School
5539,label,Barbara Jean Day
5540,label,Barbara Klar
5541,label,Barbara Margaret Trimble
5542,label,Chorleywood
5543,label,Barbara Mitchelhill
5546,label,Barbara Nadel
5547,label,"Mount Holly, New Jersey"
5548,label,East Acton
5549,label,Jessica Mathews
5550,label,Barbara Williams (writer)
5552,label,Barbara of the House of Grebe
5553,label,Dragon and Phoenix
5554,label,Iolo Morganwg
5555,label,Bardelys the Magnificent (novel)
5556,label,Rafael Sabatini
5557,label,Bardoli
5558,label,Zlatko Topčić
5559,label,Barefoot in the Park
5560,label,Baret Magarian
5561,label,Lin Oliver
5562,label,The Wall Street Journal
5563,label,Barker Fairley
5564,label,Barkingside
5565,label,"Barley, Hertfordshire"
5566,label,Troy Kennedy Martin
5567,label,Trinity School of John Whitgift
5568,label,"Mt. Lebanon, Pennsylvania"
5569,label,"Wauseon, Ohio"
5570,label,"Farmington, Missouri"
5571,label,Evergreen Review
5572,label,How I Met Your Mother
5573,label,"Barnstable County, Massachusetts"
5574,label,"Barnwell County, South Carolina"
5575,label,William Godwin
5576,label,Lochwinnoch
5577,label,Barrett Seaman
5578,label,Barrie Jean Borich
5579,label,Barrie Keeffe
5580,label,Barrie Phillip Nichol
5581,label,William Corlett
5582,label,Barrows Dunham
5583,label,Barry Cooper (author)
5584,label,Prestatyn
5586,label,Barry Grant
5587,label,Sheila Grant
5588,label,Barry J. Farber
5589,label,Scott Sunderland (actor)
5590,label,The Malcontenta
5591,label,"Woodford, London"
5592,label,Barry Pain
5593,label,Barry Perowne
5594,label,Barry Pilton
5595,label,Barry Took
5596,label,Bootsie and Snudge
5597,label,Round the Horne
5598,label,The Army Game
5599,label,New Southgate
5601,label,Warren Hastings Miller
5602,label,"Madison County, Florida"
5603,label,Michał Heller
5604,label,Barvas
5605,label,Basil (novel)
5606,label,Basil Bunting
5607,label,Benwell and Scotswood
5608,label,Modernist poetry in English
5609,label,Mill Hill
5610,label,Basil Papademos
5611,label,Wroughton
5612,label,Basil Temple Blackwood
5613,label,Phoebe Hoban
5614,label,Star Wars: The Old Republic: Fatal Alliance
5615,label,Mike Dash
5616,label,Ditchingham
5617,label,The Dresden Files
5618,label,Street Magic
5619,label,Battle Order 204
5620,label,Colin Dann
5621,label,"William Cavendish, 1st Duke of Newcastle"
5622,label,Chief Joseph
5623,label,"Hinds County, Mississippi"
5624,label,John Elliot (Royal Navy officer)
5625,label,Patrick Wymark
5626,label,"Warren County, Mississippi"
5627,label,"Norwood, North Carolina"
5628,label,Heptonstall
5629,label,Edmund Kirby Smith
5630,label,Ōkubo Tadataka
5631,label,"Street, Somerset"
5632,label,"Wayne County, Kentucky"
5633,label,Francisco Burdett O'Connor
5634,label,Kingdom of Castile
5635,label,"Hart County, Kentucky"
5636,label,North Walsham
5637,label,Pinhoe
5638,label,"Gordon County, Georgia"
5639,label,Saintfield
5640,label,"Sussex County, Virginia"
5641,label,St Neots
5642,label,Battle of Sutjeska (film)
5643,label,Great Torrington
5644,label,Turnham Green
5645,label,Battletoads
5646,label,Bay of Souls
5647,label,Gabriel Odingsells
5648,label,"Holmdel Township, New Jersey"
5649,label,Mark Swift and Damian Shannon
5650,label,Be Kind to the Killer
5651,label,Be Like Water
5652,label,Be My Guest (short story)
5653,label,"Hyde Park, London"
5654,label,Iris Rainer Dart
5655,label,Charles Bulfinch
5656,label,Bealby
5657,label,Boon (novel)
5658,label,"Mount Carmel, Illinois"
5659,label,Bean (film)
5660,label,The Beano
5661,label,"Woodstock, Oxfordshire"
5662,label,Bear Island (film)
5663,label,Bears Can't Run Downhill
5664,label,Robert Anwood
5665,label,Elan Lee
5666,label,Nigel Kneale
5667,label,Henry Fuseli
5668,label,Beat Generation (play)
5669,label,Beatrice (novel)
5670,label,James H. Hyslop
5671,label,Beatrice Harraden
5672,label,Barton-on-Sea
5673,label,Beatrice Hastings
5674,label,Beatrice Hatch
5675,label,"Oxford High School, Oxford"
5676,label,Evelyn Hatch
5677,label,Ethel Hatch
5678,label,Caine Prize
5679,label,The High Mountains of Portugal
5680,label,Beatrice deMille
5681,label,Beatrix Lehmann
5682,label,Near and Far Sawrey
5683,label,The Tale of Peter Rabbit
5684,label,Simon Bent
5685,label,George Meredith
5686,label,"Beauregard Parish, Louisiana"
5687,label,Jonathan Harvey (playwright)
5688,label,William W. Warner
5689,label,Beautiful Thing (play)
5690,label,Beauty: A Retelling of the Story of Beauty and the Beast
5691,label,Yasunari Kawabata
5692,label,"Dryden, New York"
5693,label,"Missoula County, Montana"
5694,label,Ian Maxtone-Graham
5695,label,Bebe Zeva
5696,label,The Demonata
5697,label,Rob Buyea
5698,label,Harold Sakuishi
5699,label,Sophie Kinsella
5700,label,University of Bedfordshire
5701,label,William Makepeace Thackeray
5702,label,Bed of Roses (1933 film)
5703,label,Leonard Woolf
5704,label,Bedelia Du Maurier
5705,label,"Greenpoint, Brooklyn"
5706,label,"Bedford High School, Bedfordshire"
5707,label,Brian Hill (author)
5708,label,Bedroom Farce (play)
5709,label,Bedsitcom
5710,label,Bedwyr Lewis Jones
5711,label,Beechen Cliff School
5712,label,Victorian era
5713,label,"Rockville, Indiana"
5714,label,Mr. Robert Quimby
5715,label,Roberta Quimby
5716,label,Before Green Gables
5717,label,Before I Go to Sleep (film)
5718,label,Before I Wake (1955 film)
5719,label,Before I Wake (Wiersema novel)
5720,label,Reinaldo Arenas
5721,label,Before the Ever After
5722,label,William Dalrymple (historian)
5723,label,Goliath (Westerfeld novel)
5724,label,Behind Closed Doors (2003 film)
5725,label,Victoria Willing
5726,label,Charlie Chan
5727,label,Behind a Mask
5728,label,University of Glamorgan
5729,label,Jim Crace
5730,label,Bekhud Badayuni
5731,label,Belchamber
5732,label,Howard Sturgis
5733,label,Colin Bateman
5734,label,Laurence Marks (British writer)
5735,label,Maurice Gran
5736,label,Raw Feed
5737,label,Maria Edgeworth
5738,label,"Wilson County, Tennessee"
5739,label,Nether Wallop
5740,label,Bell's Weekly Messenger
5741,label,John Bell (publisher)
5742,label,"Trenton, Georgia"
5743,label,Bella Freud
5744,label,Lucian Freud
5745,label,James Fox (journalist)
5746,label,Bella Nagy
5747,label,Bella Swan
5748,label,Sebastian (Bishop novel)
5749,label,Ruth White (children's author)
5750,label,Bellefleur
5751,label,"Belleville, New Jersey"
5752,label,Morwyn Brebner
5753,label,"Grayson County, Texas"
5755,label,Ethel Mannin
5756,label,Ochiltree
5757,label,Bemerton
5758,label,Man of Action Entertainment
5759,label,Ben Aaronovitch
5760,label,Rivers of London (novel)
5761,label,David Aaronovitch
5762,label,Sam Aaronovitch
5763,label,Ben Barry
5764,label,Ben Boucher
5765,label,Ben Brooks (novelist)
5766,label,Ben Counter
5767,label,Ben Crystal
5768,label,Fitzrovia
5769,label,Ben Fergusson
5770,label,Bruce Fogle
5771,label,Radyr Comprehensive School
5772,label,"Magdalen College School, Oxford"
5773,label,Ben Gunn (Treasure Island)
5774,label,Treasure Island
5775,label,Ben Humble
5777,label,Ben Ladouceur
5778,label,Diagnosis: Murder
5779,label,Ben Myers
5780,label,Benjamin Pitman
5781,label,Ben Schott
5782,label,Schott's Almanac
5783,label,Ben Shattuck
5784,label,Whitchurch High School
5785,label,Leicester Grammar School
5786,label,Ben Wilkinson (poet)
5787,label,"Whiston, Merseyside"
5788,label,Benang: From the Heart
5789,label,Futurama: The Beast with a Billion Backs
5790,label,David X. Cohen
5791,label,Ottoman Cyprus
5792,label,Michael McKell
5793,label,Beneath the Magic
5794,label,Ilchester
5795,label,Benedict Kiely
5796,label,Benedict Nightingale
5797,label,Benediction (short story)
5798,label,Benefit of the Doubt (1993 film)
5799,label,Bengeo
5800,label,"Mountain Home, Idaho"
5801,label,Benita (novel)
5802,label,Benito Cereno
5803,label,Benjamin's Crossing
5804,label,Henry Bathurst (bishop)
5805,label,Benjamin Braidley
5807,label,Benjamin Brierley
5808,label,Lori Bryant-Woolridge
5809,label,Benjamin DeMott
5810,label,Benjamin De Casseres
5811,label,Eleanor Farjeon
5812,label,"Fox Lake, Wisconsin"
5813,label,Benjamin Franklin (film)
5814,label,Benjamin H. Bratton
5815,label,"Jasper County, Georgia"
5816,label,"Wilton, Connecticut"
5817,label,Benjamin Hoffmann
5818,label,Benjamin Horne
5819,label,Benjamin Lay
5820,label,Copford
5821,label,Benjamin Naka-Hasebe Kingsley
5822,label,"Cresskill, New Jersey"
5823,label,Dialogue: A Journal of Mormon Thought
5824,label,Isaac Pitman
5825,label,"Kensington, California"
5826,label,Eli Todd Tappan
5827,label,John Henry Mackay
5828,label,Benjamin Yeoh
5829,label,"St. Mary's County, Maryland"
5830,label,"Cedar County, Iowa"
5831,label,Bennett Madison
5832,label,Benny Lim
5834,label,Benson E. Hill
5835,label,"La Junta, Colorado"
5836,label,Martin Sherman
5837,label,Bentley's Miscellany
5838,label,Jerry Pournelle
5839,label,Steven Barnes
5840,label,Seamus Heaney
5841,label,Laura Donnelly
5842,label,Beppie Noyes
5843,label,Bereft (novel)
5844,label,"Rainham, Kent"
5845,label,"Berkeley Heights, New Jersey"
5846,label,Berlin Station (TV series)
5847,label,Matthew Strachan
5848,label,Bernard André
5849,label,Bernard Brodie (military strategist)
5850,label,United States Merchant Marine
5851,label,Sharpe (novel series)
5852,label,The Saxon Stories
5853,label,Blackley
5854,label,Ditchling
5855,label,"Wolfson College, Oxford"
5856,label,Bernard Knight
5857,label,Bernard Knox
5858,label,Pierre Corneille
5859,label,Bernard MacLaverty
5860,label,Bernard McKenna (writer)
5861,label,Belfast City Cemetery
5862,label,Bernard Moore (poet)
5863,label,Bernard Newman (writer)
5864,label,Ibstock
5865,label,Bernard Salt
5866,label,Golden Gate University
5867,label,Bernard Waters
5868,label,Bernard and the Genie
5869,label,Margery Sharp
5870,label,Hawkhurst
5871,label,Splott
5872,label,Bernie De Koven
5873,label,The Bernie Mac Show
5874,label,"Berry Hill, Gloucestershire"
5875,label,Eric Sloane
5876,label,Wargrave
5877,label,Neasden
5878,label,Bert Greene (cookbook author)
5879,label,"Higham, Kent"
5880,label,Birchington-on-Sea
5881,label,"Bradley, West Midlands"
5882,label,Oliver Onions
5883,label,Southend High School for Boys
5884,label,G. E. Moore
5885,label,Beryl's Lot
5886,label,Bill MacIlwraith
5887,label,Rudi Davies
5888,label,Sue Vertue
5889,label,George Mackay Brown
5890,label,Charles Hamilton (writer)
5891,label,Bessora
5892,label,Harry Driver
5893,label,James Graham (playwright)
5894,label,Bet on the Saint
5895,label,Fleming Lee
5896,label,Beth Goobie
5897,label,Beth Harbison
5898,label,Walter Tevis
5899,label,Spratton Hall School
5900,label,Bath Spa University
5901,label,Bethany Stahl
5902,label,"Shelby County, Missouri"
5903,label,Mansfield Woodhouse
5904,label,Betim Muço
5905,label,Betina Krahn
5906,label,"Delano, California"
5907,label,"White Oak, Texas"
5908,label,Betool Khedairi
5909,label,Betrayal (1983 film)
5910,label,Betrayal (play)
5911,label,Summer of the Swans
5912,label,Betsy Curtis
5913,label,Encaustic painting
5914,label,Betsy James
5915,label,Betsy Leondar-Wright
5916,label,Summer of My German Soldier
5917,label,Peggy Thompson (screenwriter)
5918,label,Bettina Arndt
5919,label,Bettina Gilois
5920,label,German Americans
5921,label,Betty Chancellor
5922,label,Westonbirt School
5923,label,Tony Award
5924,label,Spokane people
5925,label,Betty Williams (Coronation Street)
5926,label,Saveur
5927,label,Betty Gilderdale
5928,label,Betty Lasky
5929,label,Mary Bard
5930,label,Betty Miller (author)
5931,label,"Shelton, Connecticut"
5932,label,Betty Willsher
5933,label,Between Brothers
5934,label,Ross O'Carroll-Kelly
5935,label,Between Two Seas
5936,label,Marie-Louise Jensen
5937,label,Between Two Tides
5938,label,Between Two Women (1945 film)
5939,label,Between the Acts
5940,label,Between the Assassinations
5941,label,Between the Lines (novel)
5942,label,Betws yn Rhos
5943,label,Pasadena City College
5944,label,Bev Sellars
5945,label,Charles Rosin
5946,label,Beverly LaHaye
5947,label,Beverly Lewis
5948,label,Harry Grey
5949,label,Lauren Child
5950,label,Bewketu Seyoum
5951,label,Warsan Shire
5952,label,Tim Kring
5953,label,Beyond Fear (film)
5954,label,Don Shaw (screenwriter)
5955,label,William Wister Haines
5956,label,Beyond Our Ken
5957,label,Bill Pertwee
5958,label,Eric Merriman
5959,label,Faithless (novel)
5960,label,Beyond the Black River
5961,label,Shadows in Zamboula
5962,label,Gateway (novel)
5963,label,Beyond the Deepwoods
5964,label,Chris Riddell
5965,label,Paul Stewart (writer)
5966,label,Tahir Shah
5967,label,Shadow's Edge
5968,label,Beyton
5969,label,Konkani people
5970,label,Italian Canadians
5971,label,Bruce Sterling
5972,label,Bicycle and Other Poems
5973,label,Neighbours in a Thicket
5974,label,Bidisha
5975,label,Kevin Cecil
5976,label,Chris Nieratko
5977,label,Elisha Cooper
5978,label,Geoff McQueen
5979,label,Big Game (short story)
5980,label,Gregg Fienberg
5981,label,God Only Knows
5982,label,Jack Amiel
5983,label,"Big Rapids, Michigan"
5984,label,Jim Kjelgaard
5985,label,"Rusk County, Texas"
5986,label,Tricky Business (novel)
5987,label,W. E. Johns
5988,label,Bigipedia
5989,label,Biker Mice from Mars
5990,label,Bilingual Books
5991,label,Biljana D. Obradović
5992,label,Philippe Dupasquier
5993,label,Shildon
5994,label,Bill Ash
5995,label,Great Missenden
5996,label,Bill Bauer (poet)
5998,label,Bill Brittain
5999,label,William Cash (writer)
6000,label,Bill Compton (The Southern Vampire Mysteries)
6001,label,Bill Courtney (American football)
6002,label,Mercersburg Academy
6003,label,Kristin Rowe-Finkbeiner
6004,label,"Gillette, Wyoming"
6005,label,The French Connection (film)
6006,label,Angry young men
6007,label,Cardenden
6008,label,Gertrude Himmelfarb
6009,label,Bill Loëb
6010,label,"Shirley, Southampton"
6011,label,Kirriemuir
6012,label,Bill Quay
6013,label,Crowthorne
6014,label,Shirley Williams
6015,label,"Northwood, Middlesex"
6016,label,"Sunland-Tujunga, Los Angeles"
6017,label,Bill Sikes
6019,label,"Wallace, Idaho"
6020,label,Bill Warren (communist)
6021,label,Billingham Manor
6022,label,Chillerton
6023,label,"Union County, Indiana"
6024,label,Tilford
6025,label,Billy Bones
6026,label,Gerald Campion
6027,label,Billy Childish Is Dead
6028,label,Graham Bendel
6029,label,Billy Corkhill
6030,label,Saltley
6031,label,Percy Main
6032,label,Louisburg College
6033,label,Billy Summers
6034,label,"Trinity, Texas"
6035,label,Michael Hirst (writer)
6036,label,Brighton Beach Memoirs
6037,label,Bim Adewunmi
6038,label,Thirst Aid Kit
6039,label,Bin Roye (TV series)
6040,label,Bingley Grammar School
6041,label,Bingo (play)
6042,label,Edward Bond
6043,label,Linda Leavell
6044,label,Samuel Taylor Coleridge
6045,label,Bionicle: Mask of Light
6046,label,Bios (novel)
6047,label,Clewer
6048,label,Birdman (novel)
6049,label,The Treatment (novel)
6050,label,Birds In Britain
6051,label,Elyse Friedman
6052,label,Birds of a Feather (TV series)
6053,label,"Birstall, Leicestershire"
6054,label,Birth of a Notion (short story)
6055,label,Birthday Girl
6056,label,Jez Butterworth
6057,label,Bisha K. Ali
6058,label,Jo Ho
6059,label,Shortlands
6060,label,Bishopsteignton
6061,label,Bismil Azimabadi
6062,label,Monckton Hoffe
6063,label,Bitton
6064,label,Maria Björnson
6065,label,"Black Africa, White Marble"
6066,label,Black Alliance for Peace
6067,label,Dennis Wheatley
6068,label,Black Books
6069,label,Black Box (short story)
6070,label,Black Clock
6071,label,The Tower of the Elephant
6072,label,Black Country
6073,label,Chuck Dukowski
6074,label,Black Friday (Muchamore novel)
6075,label,Robert Muchamore
6076,label,CHERUB
6077,label,Mark Bowden
6078,label,Joan Aiken
6079,label,Black Hills Pioneer
6080,label,"Sonora, California"
6081,label,Black Jesus (TV series)
